171866,33,2634,32,8,12,5715.52
43855,27,2899,26,14,7,2594.60
176439,54,1137,36,4,14,5567.31
73916,5,777,26,14,22,5236.89
40399,36,959,27,13,4,2395.55
140799,15,2701,8,32,13,5684.05
21134,41,3691,26,14,1,1251.18
160118,25,219,36,4,11,5524.28
90851,37,2044,23,17,12,3586.68
192364,33,1258,19,21,23,6062.09
8898,57,2604,7,33,39,758.41
481679,50,420,24,16,7,7173.96
18887,20,3755,12,28,25,1786.18
198785,23,2889,7,33,7,6742.38
80757,53,1138,38,2,11,3588.95
13985,60,2650,12,28,19,1066.74
10938,11,3848,22,18,34,1296.64
127410,53,2489,15,25,7,4385.86
27176,9,2759,35,5,14,3209.75
72791,45,2817,18,22,21,3336.67
20479,51,2570,11,29,3,1296.15
2579,11,3370,14,26,6,652.73
8302,48,3278,10,30,18,674.81
157299,20,1242,12,28,8,5660.46
132271,13,3801,16,24,38,5583.38
9900,54,655,25,15,30,1242.90
7385,9,1194,17,23,4,877.10
13128,31,3480,33,7,13,1182.13
93114,19,2637,25,15,12,3670.33
122184,44,1535,38,2,33,4650.78
3832,5,1456,38,2,14,1094.98
23879,48,318,37,3,39,1413.32
348525,51,937,12,28,8,6880.24
17068,57,439,21,19,31,1170.74
128226,14,2182,34,6,33,5052.61
120904,16,2782,11,29,29,4762.28
196386,25,593,31,9,8,6672.47
198146,41,3968,6,34,33,5836.45
80398,48,2848,15,25,36,3167.73
13647,60,1661,25,15,29,1026.71
193716,17,224,36,4,36,6502.56
177543,22,844,29,11,26,6111.02
21969,43,1390,19,21,25,1508.36
428552,25,786,11,29,28,7625.71
193173,18,170,17,23,37,6510.56
153517,15,2823,18,22,14,5934.14
14874,53,3363,20,20,32,1095.22
16288,54,575,17,23,33,1222.04
8167,37,3182,25,15,6,779.85
183795,36,644,7,33,12,5724.90
6495,10,3001,19,21,38,768.03
14098,30,1620,3,37,9,1260.86
128288,9,2937,11,29,12,5169.94
18327,52,588,33,7,1,1251.95
27484,13,3293,5,35,35,3091.13
27575,5,3998,23,17,23,3259.77
17770,12,3174,19,21,34,1936.18
185326,12,242,21,19,39,6573.05
10274,21,3585,28,12,3,1199.62
26746,49,3850,3,37,17,1582.16
4953,48,101,1,39,20,404.61
20073,45,2326,32,8,12,1432.50
59568,49,1551,4,36,2,3004.65
10204,4,1611,16,24,20,1208.46
320654,18,919,14,26,18,7476.14
104528,25,2470,21,19,33,4118.78
287413,23,1048,34,6,32,7293.89
170335,28,2836,37,3,19,5715.98
166339,21,1483,27,13,28,5856.19
105604,42,3653,3,37,36,4152.00
176298,32,2482,39,1,5,5709.86
32431,55,2450,6,34,27,1916.67
6190,20,1902,8,32,15,732.16
14109,33,259,34,6,9,1272.54
18728,40,3208,7,33,17,1111.05
603,12,557,37,3,10,-1.00
11672,41,3579,21,19,32,750.71
88989,59,2940,18,22,18,3505.80
170866,21,3701,13,27,11,6046.61
122106,29,537,37,3,36,4807.36
416524,57,895,19,21,21,7119.68
78391,56,626,20,20,34,3085.04
20376,18,2715,31,9,15,2094.37
39822,5,2805,2,38,16,-1.00
18470,36,3368,4,36,35,1107.10
32780,7,2576,28,12,13,3643.76
62128,19,672,13,27,15,3675.80
185321,30,352,16,24,31,5942.61
15944,56,3889,28,12,14,1171.16
37408,52,203,35,5,17,2211.31
59286,7,2569,20,20,35,3507.09
14712,35,607,17,23,8,873.87
16292,51,1225,22,18,36,1056.24
6056,19,3637,8,32,2,716.70
129498,21,1206,6,34,24,5102.48
14801,57,2569,10,30,26,1066.62
9288,49,1665,37,3,30,788.20
9312,53,2294,21,19,23,854.19
192086,28,1817,18,22,6,6319.80
487943,35,3034,5,35,34,7719.50
19941,36,3757,8,32,3,1186.31
30643,56,69,17,23,37,1810.88
89344,34,578,5,35,26,3515.70
22440,7,967,24,16,28,2653.62
13883,54,1904,21,19,35,1087.33
35647,8,2169,28,12,18,3529.81
28096,46,3097,39,1,10,1667.43
147792,27,2556,27,13,17,5319.76
45015,43,2286,10,30,8,2653.68
16926,17,2536,33,7,18,1779.66
176544,31,3228,19,21,33,5714.00
26639,33,4033,23,17,30,1857.95
8255,15,497,38,2,25,975.59
68743,19,1795,16,24,28,4533.66
48657,18,3990,27,13,14,2885.99
19646,28,3361,14,26,21,1669.86
59310,52,2602,15,25,22,2988.38
46813,38,2233,12,28,4,2769.29
59824,57,1005,1,39,26,2946.42
3591,16,3167,9,31,13,835.52
13034,21,3753,8,32,33,1386.24
62346,11,552,9,31,26,3698.11
81527,56,1191,10,30,7,3209.47
27981,21,1204,4,36,22,2205.16
19373,33,1122,6,34,22,1579.37
613,18,4022,20,20,17,117.07
504,31,143,27,13,27,85.77
40788,38,3682,34,6,31,2411.71
139979,22,2752,34,6,14,5361.64
101257,28,4011,23,17,36,3991.80
38319,38,310,1,39,6,2265.98
27397,24,379,16,24,30,2009.68
269144,40,2542,29,11,39,6651.67
21685,4,3490,5,35,7,2564.85
5857,50,328,20,20,32,512.26
138568,51,699,1,39,38,4875.97
12498,45,1837,32,8,18,890.27
67227,57,3715,33,7,33,2644.57
176381,41,744,3,37,36,5332.51
165613,51,3768,33,7,15,5458.93
159849,32,3031,14,26,7,5570.83
187689,42,725,20,20,2,5572.02
73637,16,2880,29,11,16,3046.28
47161,33,3206,39,1,34,2787.13
107207,32,2837,27,13,39,4244.91
1647,26,584,19,21,3,289.35
72781,58,3660,21,19,30,3105.82
18033,21,707,9,31,35,1772.19
144338,5,662,17,23,15,6518.34
11338,16,1367,16,24,32,1340.56
2606,6,2668,3,37,10,688.18
21054,14,504,27,13,24,2214.52
19760,47,280,8,32,38,1427.36
215471,35,2841,31,9,26,6292.61
5094,17,165,22,18,4,602.62
16448,35,1898,25,15,32,975.20
5189,28,1563,21,19,5,613.42
5754,11,3597,20,20,30,682.25
2873,51,3894,12,28,23,419.39
62352,7,993,37,3,29,4331.44
28711,46,2989,6,34,32,1701.63
35339,41,3793,16,24,1,2093.50
25910,27,2248,29,11,31,1609.42
90998,12,1059,20,20,13,3589.50
43573,6,929,2,38,11,3667.48
429056,44,637,10,30,39,7252.07
64072,51,3648,13,27,17,2938.25
187928,6,2814,9,31,21,7064.60
335165,51,3734,16,24,2,6838.19
18967,51,2165,37,3,4,1210.63
43291,24,1430,36,4,6,2589.01
14927,7,1230,3,37,2,1765.69
2638,41,3682,11,29,17,477.95
5372,53,1497,30,10,39,489.50
197391,34,1225,16,24,13,6165.56
32828,48,317,21,19,32,1941.51
49609,23,2845,18,22,3,2933.84
108912,17,431,16,24,22,4294.70
16360,29,2831,36,4,33,1432.74
19457,16,3863,26,14,35,2094.07
155632,6,1745,8,32,9,6803.61
5736,34,3560,39,1,4,621.81
20169,20,3228,9,31,25,-1.00
138569,53,2404,39,1,15,4853.77
168387,46,3130,27,13,36,5402.52
27568,56,2883,9,31,2,1635.47
22534,5,864,33,7,38,2665.08
20298,45,635,32,8,33,1442.33
310266,43,3548,10,30,31,6806.58
445126,37,1556,35,5,1,7479.03
9058,25,3517,22,18,35,1161.89
3537,34,2068,10,30,18,653.30
97650,6,918,8,32,21,3892.64
189402,9,3147,27,13,13,6868.13
78327,28,3196,27,13,5,3084.18
11700,56,3924,22,18,19,870.15
16546,32,3395,19,21,14,1551.62
159416,45,415,30,10,1,5245.00
148033,52,1594,13,27,29,5113.99
20017,29,2687,28,12,15,1728.28
108789,27,2867,10,30,39,4287.72
28623,46,252,28,12,4,1693.96
194126,24,1998,29,11,7,6447.27
70270,21,2959,18,22,4,2877.26
4316,12,1522,7,33,14,1070.52
47812,12,2204,6,34,29,2829.04
33420,4,1390,6,34,37,3864.52
294982,50,3382,22,18,35,6329.97
43486,58,1693,23,17,27,2397.56
26846,19,2659,1,39,30,2122.79
2370,27,1993,10,30,19,389.34
116478,34,3789,2,38,13,4515.36
149372,48,1814,13,27,13,5197.75
4094,25,749,36,4,3,709.32
13867,31,2053,12,28,27,1229.14
7725,26,3715,38,2,26,913.47
19723,43,3400,1,39,29,1373.00
21603,40,3756,23,17,35,1279.88
22742,26,2645,35,5,9,1960.87
81685,33,3682,4,36,18,3607.70
4484,16,2106,8,32,22,530.71
154183,40,3366,33,7,38,5252.43
15318,11,3727,30,10,5,1826.94
6881,12,763,33,7,21,813.75
49152,52,3460,15,25,25,2820.20
23608,51,1808,37,3,39,1506.35
132036,39,2712,37,3,23,5323.11
127894,20,1661,37,3,30,5037.76
16945,60,3454,8,32,4,1214.04
9227,46,2571,35,5,21,729.56
29614,60,552,38,2,20,1751.17
4857,27,175,12,28,8,574.16
6891,31,772,3,37,17,793.26
11313,6,2436,21,19,5,1338.84
96640,27,2125,13,27,26,3806.85
103821,57,2778,35,5,3,4094.32
1701,52,3996,31,9,19,243.22
3773,32,3594,14,26,21,627.94
120291,40,3039,12,28,20,4559.72
34247,47,2238,28,12,6,2026.38
115229,54,282,2,38,34,4503.41
184719,28,1434,3,37,21,5927.27
1170,29,3448,29,11,3,184.25
80460,4,3678,26,14,39,5550.16
9240,41,2433,16,24,37,547.97
3905,45,3490,4,36,13,646.17
19303,27,284,36,4,29,1714.18
113283,54,615,20,20,37,4388.90
170492,48,2900,25,15,38,5371.20
158871,15,2949,29,11,34,6090.63
8170,9,3674,38,2,10,968.38
28105,30,413,7,33,18,1662.67
6961,28,2748,18,22,18,823.82
153349,14,1268,32,8,9,5917.50
16232,17,2349,2,38,21,1649.46
17248,38,3904,22,18,11,1022.35
183311,43,1878,38,2,11,5514.14
165223,50,2645,35,5,36,5334.74
38803,43,3560,27,13,4,2294.78
152250,54,2753,18,22,25,5107.19
188988,58,1234,37,3,23,6036.53
4804,12,3676,22,18,5,568.25
128966,43,3745,15,25,28,4735.53
23564,47,2937,20,20,37,1400.98
38326,12,1385,31,9,27,2271.55
30969,44,435,5,35,28,1836.54
34368,31,623,17,23,4,2032.31
17840,49,430,13,27,36,1056.63
10318,36,2066,19,21,5,892.11
121814,30,1751,19,21,4,4784.52
21903,50,1872,16,24,11,1297.43
172380,20,1310,19,21,32,6226.44
19195,3,888,12,28,38,2270.26
49321,6,2457,5,35,23,2925.91
88519,21,3085,36,4,4,3495.71
2795,15,2973,39,1,3,693.83
133828,19,3545,3,37,27,5793.40
29101,24,1457,30,10,8,1737.07
29441,31,1507,28,12,15,1741.55
15776,48,1600,21,19,11,1206.77
9068,32,164,32,8,21,1138.92
26967,55,406,37,3,1,1658.64
27729,16,3609,18,22,17,2435.35
103318,56,2224,36,4,12,4069.84
3902,58,2445,24,16,25,500.86
196923,35,3505,32,8,37,6126.23
61082,5,3810,15,25,15,5028.67
17270,42,1986,15,25,17,1030.95
12649,13,153,4,36,8,1496.78
15642,54,553,27,13,37,1099.35
33375,35,2986,27,13,30,1973.11
254035,10,599,10,30,15,7290.87
2318,9,2282,8,32,2,638.26
12504,41,3027,14,26,1,775.36
18864,51,756,33,7,16,1205.12
2742,37,3619,14,26,6,526.42
1572,40,3478,1,39,1,292.58
32476,32,145,11,29,24,1921.17
28739,50,2794,26,14,31,1700.00
11942,38,2863,10,30,31,728.39
30085,29,2163,29,11,3,1779.56
54538,53,1746,33,7,26,2764.03
44032,6,709,9,31,35,3791.85
19868,46,2885,10,30,22,1534.42
171962,42,3087,29,11,11,5276.50
114189,35,1706,18,22,32,4498.69
52483,13,378,23,17,7,3103.14
180516,52,2955,11,29,12,5570.63
1857,13,3405,33,7,7,528.62
38565,47,2843,20,20,13,2280.86
1032,44,2079,36,4,39,141.70
7559,7,1523,15,25,16,896.36
144832,55,35,14,26,35,4925.46
198787,42,3651,18,22,34,5816.07
91280,45,486,4,36,36,3591.98
38309,45,1570,16,24,11,2265.17
1418,41,602,9,31,5,171.78
19704,3,1510,21,19,14,2333.62
181725,39,1987,8,32,9,5715.93
83433,9,1602,27,13,32,5282.25
159718,36,3043,13,27,32,5431.75
3286,50,1090,6,34,18,488.89
104928,3,1582,3,37,6,4300.43
189598,53,1809,3,37,19,5648.51
10766,28,378,23,17,15,1211.73
109070,10,3336,1,39,34,4300.43
149942,58,1606,19,21,33,5005.72
157532,6,2907,25,15,15,6808.56
9745,32,2485,21,19,6,1206.42
50667,50,2888,36,4,37,2893.91
47181,23,2221,35,5,20,2795.00
125191,59,2888,14,26,18,4515.23
152778,33,605,33,7,25,5418.05
37791,58,121,21,19,12,2235.05
18643,6,2142,38,2,6,2202.76
5142,12,1135,10,30,31,608.98
191240,44,2893,27,13,21,5546.28
190528,7,497,27,13,7,7089.44
13538,17,2730,11,29,32,1520.89
7890,20,638,16,24,12,934.32
91707,8,202,11,29,38,3650.18
11703,33,2647,39,1,7,1128.08
26693,17,49,23,17,7,2303.18
11066,46,695,13,27,39,840.17
3226,44,1723,4,36,15,546.05
33446,17,3130,38,2,22,2035.12
23523,45,231,17,23,21,1727.16
39999,53,1828,8,32,33,2367.44
44667,22,1168,22,18,20,2648.77
2237,42,2373,12,28,4,396.59
73277,33,3587,9,31,34,3588.82
37513,53,1783,1,39,28,2217.02
82637,49,3597,1,39,7,3270.82
8214,12,46,10,30,18,973.21
416269,5,1380,3,37,12,8021.11
9359,57,2926,34,6,13,887.42
27288,11,3379,15,25,6,2850.88
10339,23,2447,34,6,26,1211.08
96756,21,2227,10,30,34,3817.45
14795,25,124,4,36,8,1505.76
26755,15,2752,2,38,37,2475.94
34637,31,3576,13,27,17,2068.18
